Index,targetWord,Sentence A,Sentence B
0,Paraplegia,"A 19-year-old woman with a large benign hepatocellular adenoma is presented. The initial symptom was continuous anaemia demanding transfusions twice a month. Coeliac angiography revealed the hepatic tumour, which was thought to be malignant. Angiography produced permanent paraplegia as a complication. The tumour was radically removed by an extended right lobectomy. The weight of the operation specimen was 2200 g. Histologically the differential diagnosis layed between benign hepatocellular adenoma and hepatocellular carcinoma. Postoperative stricture of the common duct developed as a complication of T-tube and was successfully treated at reoperation. Liver function became totally restored after the operation and after 5 years' follow-up there has been no tumour recurrence. The very rare benign hepatocellular adenomas are discussed.","Pain is a common symptom of pancreatic disease and is frequently difficult to manage. Pain relief provided by narcotics is often suboptimal and is associated with significant side effects. An alternative approach to pain management in pancreatic disease is the use of celiac plexus block (CPB) or neurolysis (CPN). Originally performed by anesthesiologists and radiologists via a posterior approach, recent advances in endoscopic ultrasonography (EUS) have made this technique an attractive alternative. EUS guided celiac plexus block/neurolysis is simple to perform and avoids serious complications such as paraplegia or pneumothorax that are associated with the posterior approach. EUS guided CPN should be considered first line therapy in patients with pain due to pancreatic cancer. It provides superior pain control compared to traditional management with narcotics. A trend for improved survival in pancreatic cancer patients treated with CPN has been reported, but larger studies are needed to confirm this finding. At this time, the use of EUS guided CPB cannot be recommended as routine therapy for pain in chronic pancreatitis since only one-half of the patients experience pain reduction and the beneficial effect tends to be short lived. EUS guided CPB and CPN should be used as part of a multidisciplinary team approach for pain management."
1,Paraplegia,To develop an effective selection procedure for lower limb functional neurostimulation (LLFNS) for standing in paraplegia.,"Fatty acid 2-hydroxylase (FA2H) is responsible for the synthesis of myelin galactolipids containing hydroxy fatty acid (hFA) as the N-acyl chain. Mutations in the FA2H gene cause leukodystrophy, spastic paraplegia, and neurodegeneration with brain iron accumulation. Using the Cre-lox system, we developed two types of mouse mutants, Fa2h(-/-) mice (Fa2h deleted in all cells by germline deletion) and Fa2h(flox/flox) Cnp1-Cre mice (Fa2h deleted only in oligodendrocytes and Schwann cells). We found significant demyelination, profound axonal loss, and abnormally enlarged axons in the CNS of Fa2h(-/-) mice at 12 months of age, while structure and function of peripheral nerves were largely unaffected. Fa2h(-/-) mice also exhibited histological and functional disruption in the cerebellum at 12 months of age. In a time course study, significant deterioration of cerebellar function was first detected at 7 months of age. Further behavioral assessments in water T-maze and Morris water maze tasks revealed significant deficits in spatial learning and memory at 4 months of age. These data suggest that various regions of the CNS are functionally compromised in young adult Fa2h(-/-) mice. The cerebellar deficits in 12-month-old Fa2h(flox/flox) Cnp1-Cre mice were indistinguishable from Fa2h(-/-) mice, indicating that these phenotypes likely stem from the lack of myelin hFA-galactolipids. In contrast, Fa2h(flox/flox) Cnp1-Cre mice did not show reduced performance in water maze tasks, indicating that oligodendrocytes are not involved in the learning and memory deficits found in Fa2h(-/-) mice. These findings provide the first evidence that FA2H has an important function outside of oligodendrocytes in the CNS."
2,Paraplegia,"The patient was a 45-year-old female diagnosed with aortitis syndrome and aortic regurgitation (AR). She had been taking steroid therapy since 1975. She had recently developed congestive heart failure due to AR while both the ascending aorta and aortic arch were enlarged. She had no inflammatory reaction on admission. An aortogram showed heavy dilation of both the ascending aorta and aortic arch and maximum diameters was 11 cm in the ascending aorta and 4.5 cm in the descending aorta. There was an obstruction of the left subclavian artery. Moderate AR was seen on an echocardiogram. She had a simultaneous graft replacement of aortic root and total arch. The aortic root was replaced with composite graft and coronary arteries were implanted using Carrel's patch technique, and the aortic arch was also replaced with a graft with two side branches. The postoperative course was uneventful without complication of cerebral infarction or paraplegia. The postoperative aortogram showed stenosis of the left carotid artery, but no abnormality of the coronary orifices and graft anastomosis. She returned home with disappearance of symptoms of congestive heart failure.","For persons with spinal cord injury (SCI), severe bodily pain is related to a lower quality of life. However, the effect of pain from a specific body region on quality of life has yet to be determined. The shoulder joint is a common site of pain among persons with SCI. Therefore, our purpose was to identify the relationship of self-reported shoulder pain with quality of life, physical activity, and community activities in persons with paraplegia resulting from SCI."
3,Paraplegia,"Syphilitic myelitis is a very rare manifestation of neurosyphilis. The MRI appearance of syphilitic myelitis is not well documented and only a few cases have been reported. We present a 52-year-old woman with acute onset of paraplegia. Magnetic resonance imaging of the spine showed diffuse high signal intensity in the whole spinal cord on T2-weighted images. Focal enhancement was observed in the dorsal aspect of the thoracic cord on T1-weighted gadolinium-enhanced images. To our knowledge, diffuse spinal cord abnormality in syphilitic myelitis has not been reported in the international literature. Disappearance of the diffuse high-signal lesions with residual focal enhancement was noted after antibiotic therapy. The patient suffered significant neurological deficit despite improvement in the MR images. In this article we present the imaging findings and review the literature of this rare condition.","Joint or segment angle trajectories of able-bodied persons are often recorded or mimicked as reference trajectories for walking restoration in paraplegia. In this paper, lower limb segment angle trajectories are computed from simple mathematical models developed to represent functional electrical stimulation (FES) and a novel brace based walking. The new models incorporate the double support and single support phases of walking. Dynamic optimization is utilized to design walking trajectories that minimize muscle activations and arm reaction forces generated from the walker. Compared to the voluntary walking trajectories, the new trajectories are more representative of FES-based walking as only a limited number of muscle are stimulated to compute walking trajectories."
4,Paraplegia,"The authors report their experience with 70 pediatric patients with spinal cord compression (SCC) due to malignancies identified among 898 patients with solid tumors. An extradural tumor was the most frequent cause of SCC (71%); 54% of these were soft tissue sarcomas and neuroblastoma. Most intradural tumors (70%) were outside the spinal cord, 9/12 being metastatic medulloblastomas. The SCC localized mainly to the dorsal and lumbosacral regions (42% each). Pain was the most common symptom (94%). MRI proved diagnostic in all cases in which it was used, while myelography was diagnostic in 85% of 26 patients. CT scan demonstrated the lesion in 83% of the patients. Laminectomy was provided for patients with paraplegia of less than 96 h evolution; isolated recurrence of the main tumor; a primary spinal cord tumor; progression of neurologic symptoms after chemotherapy/radiotherapy; chemotherapy and radiotherapy-resistant tumor (when known); resection of a paraspinal tumor. Surgery was avoided when prognosis of primary disease was poor or risks exceeded possible benefits. Twelve/twenty-one (57%) patients with paraplegia were able to walk after laminectomy only, while 14% (2/14) improved after chemotherapy and radiotherapy. Survival rates were 38% for the former and 36% for the latter. Overall survival was related to the original malignancy. All patients (12) admitted without paraplegia and submitted to laminectomy were able to walk, and of these, 6 presented a primary spinal cord tumor. The remaining had paraspinal tumors that extended to the spinal canal. Almost 87% (20/23) of the patients without paraplegia who submitted to medical treatment were able to walk, while only one progressed to paraplegia. Patients with SCC may entertain radio- and chemotherapy when harboring tumors responding to such therapies and present no evidence of neurologic damage progression. The latter manifestation is a strong indication for laminectomy without delay.","SPOAN syndrome is a neurodegenerative disorder mainly characterized by spastic paraplegia, optic atrophy and neuropathy (SPOAN). Affected patients are wheelchair bound after 15 years old, with progressive joint contractures and spine deformities. SPOAN patients also have sub normal vision secondary to apparently non-progressive congenital optic atrophy. A potential causative gene was mapped at 11q13 ten years ago. Here we performed next-generation sequencing in SPOAN-derived samples. While whole-exome sequencing failed to identify the causative mutation, whole-genome sequencing allowed to detect a homozygous 216-bp deletion (chr11.hg19:g.66,024,557_66,024,773del) located at the non-coding upstream region of the KLC2 gene. Expression assays performed with patient's fibroblasts and motor neurons derived from SPOAN patients showed KLC2 overexpression. Luciferase assay in constructs with 216-bp deletion confirmed the overexpression of gene reporter, varying from 48 to 74%, as compared with wild-type. Knockdown and overexpression of klc2 in Danio rerio revealed mild to severe curly-tail phenotype, which is suggestive of a neuromuscular disorder. Overexpression of a gene caused by a small deletion in the non-coding region is a novel mechanism, which to the best of our knowledge, was never reported before in a recessive condition. Although the molecular mechanism of KLC2 up-regulation still remains to be uncovered, such example adds to the importance of non-coding regions in human pathology. "
5,Paraplegia,"Among all kinds of pain, deafferentation pain is the most physically and mentally debilitative; this affliction is often resistant to medications and to the effects of ablative neurosurgical procedures. Since the introduction of neurostimulation as a method of treatment of pain, stimulation of the sensory thalamic relay nucleus has been proven effective in the majority of cases of patients suffering from deafferentation pain. The method used for thalamic stimulation and the results obtained in a series of 89 patients treated from October 1978 to October 1985 will be presented. Postherpetic trigeminal pain has the best chance of responding to thalamic stimulation with a long-term success rate of 80%. This is also true for anesthesia dolorosa of any origin (after ablative surgery, nerve lesions, paraplegia). In the opposite, only 50% of patients with either brachial plexus avulsion or thalamic pain syndrome will have a significant benefit from thalamic stimulation. It would appear that the success of thalamic stimulation in these disorders may be dependent upon the extent of the central lesion from the periphery up to the thalamic regions (dorsal horn destruction, lesions of the thalamus).","A family with homocarnosinosis was reported in the literature in 1976. Three affected siblings had spastic paraplegia, retinitis pigmentosa, mental retardation, and cerebrospinal fluid (CSF) homocarnosine concentrations 20 times higher than in controls. Based on the clinical findings and new genetic techniques, we have been able to establish a precise genetic diagnosis."
6,Paraplegia,"Among 50 patients with small cell bronchogenic carcinoma who were placed on a protocol of combined chemotherapy and radiation therapy, seven patients developed recurrence in the spinal cord. Five cases terminated in paraplegia and death. One patient with pontine recurrence recovered with local radiation therapy. One patient, diagnosed early, responded to local radiation therapy and is ambulatory. Methods of diagnosis were myelogram, computerized axial tomography, cerebro spinal fluid, chemistry and cytologies. The poor prognosis and the difficulty of diagnosis suggest that we should evaluate prophylactic therapy of the entire cranio-spinal axis.","PNPLA6-related disorders include several phenotypes, such as Boucher-Neuhäuser syndrome, Gordon Holmes syndrome, spastic paraplegia, photoreceptor degeneration, Oliver-McFarlane syndrome and Laurence-Moon syndrome. In this study, detailed clinical evaluations and genetic testing were performed in five (4 Chinese and 1 Caucasian/Chinese) syndromic retinal dystrophy patients. Genotype-phenotype correlations were analyzed based on review of the literatures of previously published PNPLA6-related cases. The mean age of patients and at first visit were 20.8 years (11, 12, 25, 28, 28) and 14.2 years (4, 7, 11, 24, 25), respectively. They all presented with severe chorioretinal dystrophy and profoundly decreased vision. The best corrected visual acuity (BCVA) ranged from 20/200 to 20/2000. Systemic manifestations included cerebellar ataxia, hypogonadotropic hypogonadism and hair anomalies. Six novel and three reported pathogenic variants in PNPLA6 (NM_001166111) were identified. The genotypes of the five cases are: c.3134C > T (p.Ser1045Leu) and c.3846+1G > A, c.3547C > T (p.Arg1183Trp) and c.1841+3A > G, c.3436G > A (p.Ala1146Thr) and c.2212-10A > G, c.3436G > A (p.Ala1146Thr) and c.2266C > T (p.Gln756*), c.1238_1239insC (p.Leu414Serfs*28) and c.3130A > G (p.Thr1044Ala). RT-PCR confirmed that the splicing variants indeed led to abnormal splicing. Missense variants p.Thr1044Ala, p.Ser1045Leu, p.Ala1146Thr, p.Arg1183Trp and c.3846+1G > A are located in Patatin-like phospholipase (Pat) domain. In conclusion, we report the phenotypes in five patients with PNPLA6 associated syndromic retinal dystrophy with variable systemic involvement and typical choroideremia-like fundus changes. Ocular manifestations may be the first and the only findings for years. All of our patients carried one severe deleterious variant (stop-gain or splicing variant) and one milder variant (missense variant). Retinal involvement was significantly correlated with severe deleterious variants and variants in Pat domain."
7,Paraplegia,"Two young children suffering from acute thoracic kyphosis due to vertebral tuberculosis (Pott's disease) are described. One patient presented with recent onset spastic paraplegia due to cord compression. Anterior decompression and stabilization with a vascularized rib strut graft was performed in both patients. The neurological recovery in the compromised patient was remarkable; spinal stability was achieved in both patients, thus avoiding the necessity for a posterior spinal fusion.","Corticospinal motor neurons (CSMN) are the cortical component of motor neuron circuitry, which controls voluntary movement and degenerates in diseases such as amyotrophic lateral sclerosis, primary lateral sclerosis and hereditary spastic paraplegia. By using dual labeling combined with molecular marker analysis, we identified AAV2-2 mediated retrograde transduction as an effective approach to selectively target CSMN without affecting other neuron populations both in wild-type and hSOD1(G93A) transgenic ALS mice. This approach reveals very precise details of cytoarchitectural defects within vulnerable neurons in vivo. We report that CSMN vulnerability is marked by selective degeneration of apical dendrites especially in layer II/III of the hSOD1(G93A) mouse motor cortex, where cortical input to CSMN function is vastly modulated. While our findings confirm the presence of astrogliosis and microglia activation, they do not lend support to their direct role for the initiation of CSMN vulnerability. This study enables development of targeted gene replacement strategies to CSMN in the cerebral cortex, and reveals CSMN cortical modulation defects as a potential cause of neuronal vulnerability in ALS."
8,Paraplegia,"The effects of differing strategies of serotonergic manipulation on vascular permeability, prostaglandin E2 (PGE2) synthesis, and the clinical course are evaluated in an experimental model of neoplastic spinal cord compression in rats. Serotonergic manipulations include in vivo inhibition of serotonin (5-HT) synthesis by p-chlorophenylalanine (p-CPA) and in vivo blockage of serotonin type 2 (5-HT2) receptors either by the selective antagonist ketanserin or by cyproheptadine. In paralyzed rats, the ratio of 5-hydroxyindole-3-acetic acid (5-HIAA) to 5-HT is significantly elevated in the compressed segments, suggesting that 5-HT utilization is increased. Treatment with p-CPA attenuates spinal 5-HT levels by 62.8% +/- 5.1% (mean +/- standard deviation) and reduces the elevated 5-HIAA:5-HT ratio to the normal value. The increased synthesis of PGE2 observed in the compressed cord is unaffected by p-CPA or ketanserin treatment but is markedly attenuated by cyproheptadine. Ketanserin reduces the 10-fold increase in spinal cord permeability observed in paralyzed rats in a clearly dose-related manner. If given at the first sign of neurological dysfunction, ketanserin delays the onset of paraplegia with the 1-mg/kg dose being clearly superior. Cyproheptadine and p-CPA also reduce the increased permeability and protract the course to paraplegia. A comparison of the effect of dexamethasone, indomethacin, cyproheptadine, p-CPA, and ketanserin reveals that they protract the disease course by 48%, 57%, 60%, 64%, and 78%, respectively. These data suggest that 5-HT2 receptors mediate some of the deleterious vascular consequences observed in the compressed spinal cord by a mechanism not coupled with PGE2 synthesis. A potential benefit of serotonergic manipulations for the acute treatment of neoplastic spinal cord compression is suggested.","A 5-month-old intact female mixed cat presented with repetitive paraplegia and drainage of pus from the back despite continuous antibiotic medication. Neurologic examination was consistent with below T3-L3 myelopathy. Computed tomography and magnetic resonance imaging revealed a contrast-enhanced mass in the L1-3 spinal canal, and bone fragments in the T13 and L1 spinal canal. Spinal epidural empyema was suspected, and hemilaminectomy was performed for T12-L2 on the right side and T11-12 on the left side. Bone fragments were diagnosed as sequestrum infected with Bacteroides sp. The cat recovered enough to ambulate next day. One month after surgery, there was no deficit in neurological function. This is the first report of spinal epidural empyema concurrent with sequestrum in a cat."
9,Paraplegia,"We describe a previously independent T11 paraplegic patient who had delayed-onset hand weakness and recurrent pneumonia caused by myotonic dystrophy. A man in his late thirties suffered a thoracic spinal cord injury (SCI) from a gunshot wound at the age of 17 years, with resultant T11 American Spinal Injury Association class A paraplegia. He lived independently until the age of 36 years when he was hospitalized multiple times for pneumonia. During a rehabilitation stay after one of the acute hospitalizations, the patient's hand weakness and diffuse muscular atrophy were noted. Electrodiagnostic testing was performed, which showed myotonic discharges. Genetic testing was consistent with myotonic dystrophy. This case shows the importance of considering causes of weakness that affect the population as a whole when evaluating a patient with SCI who presents with delayed-onset weakness.","Extramedullary hematopoiesis (EMH) occurs in patients with various hematologic disorders involving a chronic increase in the production of red blood cells, and is often associated polycythemia vera and sickle cell anaemia, but is less common with thalassemia especially with hemoglobin E-beta thalassemia. Spinal cord compression due to EMH is a extremely rare complication of thalassemia and may present with paraparesis or paraplegia with or without sensory impairment. Treatment options mostly include surgery and/or radiotherapy. Whereas cases presenting with paraplegia have been treated with either surgery or radiotherapy with equal frequency and efficacy, almost all reported cases with paraplegia have been treated with surgery with or without radiation therapy. We hereby report a case of hemoglobin E-beta thalassemia with paraplegia treated successfully with radiotherapy."
